743300,132.93,10246000,399.88,15396600,170.5,5552200,278.5,6136100,905.93,11777600,444,14494100,232.92,30570800,199.74,3289900,207.86,2164900,2476.24
2160000,133.61,7417600,399.88,8841600,171.5,5269700,292.5,7791700,934.35,12082100,444,9791000,227.81,28224300,197.05,3112700,207.21,3495000,2418.22
5036400,135.16,6994800,383.49,4710900,172,5859500,290,19577400,1039.15,11598900,451,7222300,226.1,23324700,197.95,5186100,207.64,4219900,2457.74
1924200,140.99,9517800,380.87,10460000,168,4176300,287.25,25428100,1105.76,26261900,450,5811900,221.56,19101800,203.32,3380000,212.19,4602900,2551.91
2008900,138.31,13805000,386.77,9052300,169.5,4114500,279.75,13560700,1070.24,37157200,453,10251100,221.42,24475500,200.64,2448500,210.89,3806000,2527.53
1757700,136.06,5068300,383.49,14794300,171.5,5303200,260,6831000,1077.34,8466000,424.75,6907000,220.71,48923500,203.32,2011100,205.69,3352100,2525
2528000,140.99,7172500,363.83,8881600,172,6485700,270,8978100,1133.3,6507800,426,10155800,219.71,18201300,201.98,2874200,201.36,2330700,2541.82
1653400,139.66,6873800,375.3,13237800,172,4625500,262,7199600,1121.75,4568500,426.5,5681500,220.14,17083200,204.67,2775000,203.09,1999400,2493.05
2138900,139.66,7791900,361.86,10159100,174.75,3387200,268.5,6236500,1143.07,6626500,428.25,7047400,224.4,18685700,202.88,2616000,204.18,1842900,2481.28
1238400,142.8,8640200,373.99,7433600,176.75,7869700,260.5,6604900,1120.86,4110600,430.5,3768600,223.26,10583200,198.85,4268600,206.99,5158800,2438.4
887900,144.82,6207000,376.93,16299900,178.5,13137700,245,4090800,1132.41,3525400,436,3320500,226.81,5787800,198.85,1581000,210.77,1828400,2436.72
2297400,144.82,6110600,372.35,8739200,182,10566300,238,5681200,1147.51,5925900,431.25,4067000,221.98,24006500,202.65,3631300,212.55,1995200,2480.44
4767100,146.85,11673000,366.45,10360000,177.25,15780200,249,8175000,1161.72,10920500,417,7930500,227.81,19171900,201.76,3807500,204.99,2267900,2488.85
3179300,146.85,14167500,370.05,26853200,183.5,7565200,252.75,7746400,1183.92,12551100,422,9105900,229.8,13404600,197.95,3290200,205.21,2899800,2505.67
1061900,145.95,11496300,383.49,16591700,180,7290100,246,6308600,1203.46,17936400,420,8730900,232.07,13814400,198.85,1377700,208.1,3759100,2567.89
1520100,147.3,7062400,375.95,10657200,180,12409500,239,7529600,1184.81,12262000,417.75,8197500,230.08,13626200,198.4,2859900,207.22,2020600,2581.34
3696700,149.98,5553000,371.04,6594900,178,7216600,233.75,6255000,1182.15,5113700,417.75,2549700,229.09,15620300,197.05,1235500,209.44,2479300,2560.32
9809700,148.86,8773700,367.43,19991200,182.5,10481200,234,6176000,1215.01,18296900,417.5,7662800,232.92,15670300,193.92,3361300,208.55,2484000,2606.56
3199200,150.88,6651900,370.05,18629900,181.5,7727100,227,10936600,1195.47,7811700,425,5551600,230.36,23193800,192.35,2307600,204.99,1636400,2600.68
4094700,151.11,15361300,367.43,20957400,182.25,10785700,231,5219200,1168.82,5916600,434,3500200,236.61,25498400,191.68,1848800,207.44,1618400,2621.7
2117500,149.98,6190800,369.07,5744100,181.75,11983700,238,5642900,1146.62,4925400,442,5673600,236.61,25937700,197.05,1588200,209.22,1097000,2657.01
3697200,149.98,5451400,377.92,8159700,180.25,9947300,236.75,5335100,1130.63,5788900,425,12249000,241.73,15778100,192.58,3729100,209.44,3662700,2600.68
1345200,152.46,14872400,377.92,10621900,171,16810400,230.5,7600100,1119.09,4851300,425,11114700,241.02,16610500,195.26,2459900,208.99,2570800,2605.72
3050200,152.91,11081100,387.1,16402000,177,25564300,238.75,8402800,1104.88,4492200,422,8647800,240.16,15917800,194.14,1252800,208.55,1978500,2640.2
3247100,156.27,11550800,404.8,8405400,171,25365700,242,10724000,1096.88,13994300,427.75,8214300,243.71,20719100,194.59,5103400,206.77,3081900,2678.03
3171200,158.07,10174500,417.25,3918700,170,24939300,252,4849900,1139.51,12946500,429,7406200,252.8,5171500,195.04,3782300,206.33,1923200,2693.17
2459400,157.39,8597100,416.92,8067000,174,9034400,243,22506300,1167.05,16817600,418.5,20331700,240.02,7400700,194.82,2247800,207.22,1742300,2637.68
7043300,156.27,7697200,420.2,7339400,172.5,7568600,241,23234700,1167.94,16330600,393.5,17423100,220.71,18600600,191.01,3974000,206.55,2535200,2581.34
1735900,157.17,13592700,424.46,4402900,172,4371600,242,4157400,1163.49,9802700,377,20897700,201.96,12266700,193.7,8744800,206.77,3174200,2605.72
8023700,155.16,9581500,422.49,4391800,172.5,5363400,238,5198000,1173.26,19422500,390,54138700,200.82,12409700,193.25,5994200,201.88,2601700,2647.77
5145800,157.39,5889300,401.52,8364700,172.5,3763000,236.5,6849000,1181.26,11594600,366.25,10441900,198.83,17289900,191.01,1690600,194.77,2158400,2678.03
2781400,159.87,15782700,385.13,11091600,172,2525200,237.5,7959100,1204.35,6693900,360,12117500,193.72,17312200,186.75,2130000,193.43,4899200,2774.73
4704900,158.52,16567800,385.46,13682600,171,4624500,231,7788000,1203.46,15561100,381.5,18700900,196.56,38232000,191.9,2320600,192.98,4297600,2724.28
6425100,159.42,15343800,366.12,14128900,175.5,5786400,231.5,8239100,1228.33,29954300,383,15369300,195.99,13883000,192.58,3271300,192.54,4972200,2810.04
5376500,160.09,10836100,362.19,9378300,165,6289000,220.25,10700800,1243.43,17384400,398,13741800,200.82,19772100,188.99,1884600,192.1,7076000,2741.1
7439900,158.52,20894100,385.13,6370200,167.5,6881400,227.5,8519300,1226.55,8291900,367,8239800,202.95,13674600,193.92,4253800,184.76,2856400,2752.03
2729200,153.81,20248000,360.55,7245200,165,6705200,225,7075600,1215.01,12259000,326.25,14331000,195.99,67049600,210.27,10720700,182.31,3458800,2805.84
1118700,152.68,15925100,331.05,5242100,165,1870000,219.75,7036300,1228.33,11767700,349,15204100,189.18,43481100,213.18,16445000,170.75,2404700,2773.05
7333600,154.48,23260800,340.88,9853800,166,5126000,213,8375600,1252.31,17204600,335,26509300,192.59,39233900,207.8,9314400,168.64,6019200,2846.2
988600,151.78,22522400,325.81,5908200,169.75,7341600,215.75,6795300,1305.6,5995600,339,7255000,188.32,35071900,212.95,4551200,167.64,6047000,2926.08
3458900,149.98,14368700,310.4,12548600,168,7159400,217,11068700,1262.97,9813400,335.5,7216600,180.8,49650000,214.07,11910200,162.3,5069600,2960.55
777000,155.38,9826900,301.55,18886000,165.25,2719600,220,8421100,1270.96,10799600,332,17903500,172.99,15547800,214.75,6026900,164.31,7022800,2905.06
2744500,149.08,10377100,316.95,25064700,169,4749100,216.5,5962100,1288.73,11487700,347,16284200,177.82,107202900,223.03,18985200,158.3,6180000,2983.26
7437900,146.17,8826500,311.38,13966100,164.5,5518500,212.75,9256200,1301.16,23024900,335.5,16343200,179.8,33680800,219.45,6843500,162.3,4776800,3018.57
1792400,147.75,7541600,316.3,11673900,164,6062800,211,9496200,1268.3,9561100,351,12826400,177.1,21775400,222.58,4007900,165.2,12239600,2979.89
3718200,146.85,5208200,314.33,18040400,166.5,5730600,213.5,4622100,1267.41,11375800,364,8237800,188.32,128346600,218.55,2942400,171.2,5020500,2879.83
2799800,144.82,6919100,316.3,5484400,167,22473800,215.25,3583900,1278.96,10542000,365,7546900,189.46,39527300,213.85,2703300,162.3,2708900,2909.26
4777400,151.56,7138900,317.94,13361500,170.5,7203300,216.5,9598600,1320.7,13796800,375,7538900,194.01,14557500,216.09,5640300,166.75,2782200,2927.76
2716500,152.23,7828100,322.85,8751400,172.75,8278300,219,8206300,1324.25,8180800,374,8543300,187.47,12333300,215.19,4025000,172.53,2975100,2964.76
8946600,149.53,11553600,316.3,9530100,175,5764500,216.75,7888000,1318.92,5488800,383.5,9692100,181.51,20735000,220.57,3037500,168.53,4885700,3001.75
9018800,157.17,12966000,314.01,9533600,169.25,2365000,215,3866100,1294.94,5837100,377.5,5675700,174.97,22398800,223.7,2790600,168.53,2231900,2961.39
8122300,152.68,22625000,304.83,17187200,166,24431500,211,17058800,1190.14,23768700,374.25,7983900,174.69,32555000,224.82,3402700,160.52,6816200,2973.17
4927200,148.63,20447600,293.35,17434100,165.5,10716200,201.5,12558300,1153.72,12727800,370,9358200,167.59,25630300,227.28,5099700,166.75,6346200,2954.67
1773800,147.52,7327600,298.27,8017700,164.5,8518500,196.5,9601300,1184.81,5824500,383,8752100,171.57,17110200,221.24,5120700,166.75,3985100,2964.76
4040600,144.15,9348100,283.19,13169400,164,11988200,188,10179400,1194.58,11604700,370.25,10666400,172.56,31118800,222.81,2042400,164.53,5283900,2990.82
8726100,144.6,6850200,290.08,11923500,162.75,6336300,196.79,7770600,1240.76,7403400,368,5468800,170.43,36860600,232.44,2437000,166.3,8075400,2927.76
8125200,145.72,12433700,291.72,10247600,161.75,6226700,188,6140800,1234.55,14903300,370,18172500,169.29,42006200,233.78,3018900,165.78,8362100,2909.26
4450200,145.95,12988900,292.37,10646300,161.5,7564900,184,7650000,1230.11,8774200,380,5659200,170.51,35191800,240.05,5006400,159.64,4943300,2905.06
4249100,141.67,13242100,281.88,5764400,163.74,4108400,183.47,7005300,1250.53,9194200,363.75,7437500,169.58,34129000,231.54,2361700,157.41,4083000,2820.98
6525300,136.74,11028000,269.76,6263500,164.5,4598000,184,4160500,1247.87,10770000,354.5,6163500,167.59,16109100,231.99,2551200,160.08,5998800,2699.06
2654000,140.99,5035000,275.33,8532200,162.75,3751000,183,5235800,1302.05,17034800,345,4947100,173.55,27066500,233.78,1087500,162.75,4764500,2720.08
5099800,154.22,14657200,286.8,8362100,165.5,3729900,184,10529000,1304.71,7626300,364,9857000,173.27,13757100,228.85,5801200,163.86,7432200,2732.69
5107400,154.73,12018300,282.21,10226700,166,9479300,183.25,6996500,1326.92,12936100,382,12510300,166.17,21384900,230.2,4019800,171.75,16284600,2665.42
3602200,153.24,7822200,311.38,9662900,167.25,8955700,185.75,9678600,1298.91,15092500,390,10798300,162.62,10226900,235.35,5550800,174.67,5304400,2697.35
2471800,150.74,16848700,313.02,8835100,167.75,4357900,192,5116500,1327.8,5342000,384.81,6130500,165.17,11327700,242.29,2590500,183.73,3060000,2699.06
1917800,150.98,11191600,294.01,2618000,165.25,6455200,196.5,4323000,1337.57,2589600,384,4764300,165.17,8815500,241.39,5372500,179.65,1625300,2698.21
3360900,150.98,15139500,315.97,14889500,169.5,7409800,207,8121800,1394.42,12237200,386,4402000,170.43,18287700,235.57,6621900,188.09,3865800,2673.83
3181200,157.72,18727400,315.97,19626800,172.5,5943800,211,6562900,1430.83,14671600,386,8234000,178.38,14358500,233.55,20168100,185.43,3402800,2665.42
1824900,162.71,20298400,304.83,7452300,171.5,2601200,211.5,10301800,1387.31,11250600,393,7286700,179.64,11731300,233.11,16137200,189.87,2675700,2657.01
596500,161.46,11047600,294.99,11267700,179,4270800,221.5,3690400,1381.09,11565400,380,7384700,175.54,9800900,237.14,9839300,199.88,3747800,2681.9
2060100,161.71,11071000,280.9,13127500,173,3297600,216.5,6166300,1373.99,16898000,370,12743800,180.09,23507700,239.6,4581500,205.66,3466800,2841.16
1013000,162.47,7430400,283.07,6853700,175.5,3112600,219,4443200,1342.9,20042900,376,11731000,176.96,17611200,240.05,4740800,203.66,3523700,2858.81
926000,160.71,13428400,291.72,7352500,173,15797200,212,5475400,1331.36,7106700,371,9891800,177.67,22205000,240.27,5532900,204.99,3013100,2857.97
2859500,160.97,10005300,288.44,10834400,176.75,14576100,229,3989000,1350.01,16860100,381.5,6283100,176.54,27443100,248.78,2939200,207.22,3629800,2846.2
1481000,159.46,6455300,281.23,7389500,174.25,4257300,222,3142800,1310.04,11228400,373,5035400,179.8,15533700,243.63,2391400,208.55,3936400,2833.59
1271100,156.98,9846600,271.39,24616900,171.25,12350600,226.5,5425600,1342.02,9070400,388,4029800,177.25,27930900,245.65,5034100,205.43,5914000,2749.51
3835000,160.97,25959200,265.49,11732300,168,6137100,220,8412000,1363.33,13130200,375,7158100,175.54,21102200,245.42,7522200,206.77,5925500,2678.03
9373000,159.72,21457500,278.6,15645700,172.5,17332100,217.5,10330800,1354.45,8534500,388,5420500,178.53,33647000,242.51,1555200,205.43,5215700,2720.08
2215700,159.72,7962200,290.73,17409700,174,11183100,224.75,9234600,1323.36,5792700,374,4533700,176.68,17628800,244.53,2671400,206.77,2437300,2801.64
36078700,155.22,7131000,298.93,10680800,173,6021100,224,4400100,1303.82,7719500,373,3578400,171.42,13511900,247.66,2938000,209.88,2269600,2799.95
12673300,146.75,7954100,300.56,9393900,177,9224300,219.75,4243700,1318.92,8804900,374,4171300,172.7,27711700,256.17,4078100,206.99,2762000,2791.55
18744000,149.49,9652600,295.32,10164900,175.5,34137700,230,6414900,1258.53,6073800,374,5244300,173.13,43454200,254.16,1572500,205.43,2680700,2741.1
1274300,147.73,6357000,296.63,5006300,176.5,4444400,224.5,5910000,1252.31,7518000,383.25,3972300,177.96,40419700,247.66,811400,207.22,1891400,2812.57
8785500,152.23,10620700,287.13,28054400,179,5673900,228,8446100,1263.86,9690500,373,2616700,183.35,23361000,246.32,1078500,208.99,1731400,2842
3179300,152.72,7320300,301.55,10644300,185.25,7059900,239,5647100,1300.27,7152900,371.5,4560400,186.9,18847300,238.26,3314400,213.44,2356400,2900.85
3137100,156.72,5627500,307.78,17634900,181,16080000,245,5715200,1270.07,13087100,374,10024300,186.9,23993700,239.15,3714700,215.22,2817000,2905.9
7009400,155.22,9671600,309.74,8918200,178,12383200,244,7337600,1238.99,14089000,369.5,6444100,191.17,25186000,243.18,4332400,215.67,5194700,2905.06
4835300,151.23,8276400,295.98,7713000,179.5,22815700,247,6266700,1287.84,21218000,373,6303800,191.73,37429800,253.48,2607700,214.1,7220300,3026.98
3400500,150.49,9913600,288.44,8022000,175.75,14748600,246.75,7653800,1280.73,6393700,367.5,5595000,188.04,22586200,244.08,4629000,214.33,6124700,2909.26
2379400,149.98,7140800,285.82,4401200,180,4779600,240.25,4852400,1270.07,13936400,362,4062400,188.04,10496400,249.23,4733300,215.22,2609000,2858.81
2904700,155.47,10448700,291.06,7035500,180,27524800,251,8543600,1266.52,10993600,366,6093900,187.19,21831500,246.32,6353000,228,4131400,2909.26
2325800,154.73,13351000,291.72,5803100,174,28500300,235,11335700,1290.5,10042500,388,5053600,190.88,35133800,235.57,13024700,231.23,5835800,2774.73
3877400,155.22,12232300,310.4,13395400,174.5,19624300,223,9098600,1272.74,11887100,383.5,10121000,178.95,29801200,242.51,3683400,235.67,5192100,2720.08
2153800,156.72,11311500,320.56,13950800,172,16484700,219,7741900,1278.96,7522500,386,7209500,186.34,42925200,243.63,3259800,229.11,2421400,2704.1
6931400,164.72,9908300,313.35,9426900,172.25,6056600,220,9678000,1372.21,10965900,387,5437800,184.35,37468700,234.67,3661500,231.23,3621300,2741.1
4373800,154.73,8600600,324.49,18160000,171.5,8158900,219,6844800,1341.13,18384400,389,6684000,197.13,25808100,238.26,3011700,228.56,4707600,2699.9
5120800,158.23,7996500,336.62,22433000,175,6221800,220,6647100,1376.65,27824100,390,14077400,197.41,18092700,237.59,7864000,230.34,4110400,2741.1
3692700,155.73,16389900,334,15555700,177,11766700,220.5,10128300,1326.92,33542900,367,22179800,195.99,18734200,238.26,2770600,224.11,6198700,2808.36
8455100,156.72,11684700,337.61,17409600,173.25,15953100,218,14246900,1326.92,25399300,342,11767400,195.14,34599900,240.94,4047100,223.22,7570600,2842
2712200,154.73,6918500,313.02,11014800,177.25,5764600,224.75,5011400,1366,27892900,347,9035700,203.66,14314900,250.35,2378500,229.22,3713700,2858.81
1473000,161.96,5053800,306.47,17055700,180.25,23121400,223,5650600,1416.62,14936900,352.75,5941400,200.68,16101000,255.05,1681600,232.11,4379400,2892.45
1660800,161.22,7221100,300.89,12009300,180.75,27168500,214,3241800,1385.54,28294100,351.5,6045500,193.15,28520900,254.83,6681800,229.45,3688400,2926.08
816800,159.72,12163800,312.04,10980900,182.25,6140700,218,6922900,1420.17,20193500,358,7458300,194.57,14447100,246.32,2694600,240.12,4138500,2821.82
655800,163.2,4176700,302.2,920100,180.25,12096800,226,3107200,1401.52,4492800,363,1994400,194.57,4979000,247.21,1189800,245.01,1201500,2794.91
891500,164.72,7374200,291.39,2251700,186,2477900,226.25,2918400,1403.3,15002400,364,1799300,203.95,5876700,255.05,2164800,249.9,2697000,2879.83
1013700,169.69,3851400,291.39,2416800,184,2027400,224,3029100,1401.52,10921200,364,2282700,206.93,8060000,252.59,1229100,254.35,1133300,2873.11
377900,169.2,3744000,290.73,3109900,184.5,954300,224,2140600,1405.08,6917500,371.75,3456000,206.93,3547100,244.3,834600,249.9,897800,2837.79
1964400,165.7,6848600,295.98,8944800,183.25,4453400,235,3507400,1371.32,24601400,382,5643300,196.42,12170000,247.44,3268500,245.46,2223100,2846.2
2101000,163.2,9598900,295.98,9788400,183,17744900,250,6783100,1369.55,10063000,382,4626700,208.21,19160100,245.42,2751900,242.12,3864600,2808.36
2172700,158.97,18223800,291.72,21376600,187.75,12989100,262.5,17412700,1428.17,10841000,363,14895000,203.95,72866800,230.2,8037900,239.23,8404900,2682.24
6077600,163.72,12792900,285,18137700,183.5,11359000,253.5,11685600,1460.14,24247800,362.5,9398500,197.98,41138600,233.78,8258000,240.12,6821600,2631.79
7954300,166.46,9335000,311.05,24121400,184,16468800,251.5,9741700,1456.59,11768700,380,7731100,200.25,25672400,232.66,3126300,246.57,5694200,2648.61
6028200,162.47,10124300,320.89,22722000,180,10736000,249,7981200,1461.03,16134000,361,6502500,197.84,23715200,229.75,2573500,246.79,3938600,2598.16
8157000,158.97,14245600,317.94,33265100,191.25,56554200,276,8249400,1414.84,201100500,367,6168000,193.15,22333600,233.78,3779900,238.12,4390800,2598.16
8663900,157.96,15611400,321.21,49000500,183,41149200,274.5,13507900,1429.94,63650500,356,10491000,200.25,15997200,236.24,6658700,239.68,3116200,2602.36
2543900,157.72,18205800,317.45,14734300,180.25,42259200,269,6789300,1426.39,36066000,268.5,12309700,209.06,21984800,230.64,1170200,230.34,5138100,2595.63
3353200,157.23,9347800,314.66,8392800,176,11957400,267,3482000,1429.94,28083100,263.75,13300900,207.36,40585800,232.88,1741400,225.44,3592800,2673.83
5807900,158.97,7890400,318.59,34336900,169,16292700,264,7568100,1443.27,31429500,267.5,13338500,204.52,34124700,224.82,3386000,237.67,4719300,2698.21
3645700,157.47,18811200,309.74,28828700,170,18879400,267,9201300,1511.65,58343200,265,17337400,203.95,33841800,221.69,10876300,223.89,3904900,2681.4
6490100,160.71,20144900,306.63,9430300,174.5,13306400,271.5,8383300,1472.58,22805300,263.5,12244300,204.23,86302300,220.34,3586600,222.55,4490800,2614.97
2394500,163.96,31811300,311.71,11305400,170,15346000,271.5,13048700,1403.3,27519300,275.5,11334000,205.37,60151900,217.66,11651900,223.22,6378500,2522.48
3060100,164.72,11174000,303.84,11333900,168.5,14171100,260.5,9190300,1438.83,53828700,275.5,7813000,201.96,31299500,218.33,6674600,208.99,3678300,2535.94
1106800,163.2,9012800,307.78,20303900,169,12849600,255.75,5604900,1467.25,29634200,279.75,3334700,201.96,29333800,221.24,6948300,205.88,3230900,2547.71
2209300,162.71,18801600,299.58,5958200,168.25,7031700,262.75,8633800,1432.61,30929200,289,6896400,206.08,39890800,221.01,2285300,206.77,4341700,2549.39
5920700,162.22,9677200,290.4,7479000,174.5,2189100,267,6276500,1456.59,19225700,288.5,6918500,196.56,25625200,221.91,2378600,215.22,1618500,2560.32
16304400,167.2,16156500,290.4,6561500,175,2611300,273,3254600,1458.36,45399500,288.5,9595200,196.56,33998000,220.12,4299900,215.67,4191100,2529.21
15248700,176.69,8096000,296.63,20747400,167.75,4295500,269,7140800,1445.04,15333600,300,500,195,66992700,215.86,3884600,222.33,4730000,2498.94
6893900,175.2,28687400,305.48,14578000,172,4017500,270,4256100,1422.84,34454900,298,3300,186.25,46395700,224.82,4879500,225.89,5124500,2533.41
7955600,172.19,26229800,297.94,5586800,170.5,3159200,273,3019700,1425.5,19674000,296,62481300,195.5,56177900,231.09,4398200,229.45,5204900,2630.95
4083100,175.69,17592400,280.57,5284300,170,17807900,278,5797800,1393.53,12697500,283,72482900,197,36394500,231.76,3769200,229.22,3639800,2603.2
4477500,173.19,13112500,272.05,18737700,172.25,17097100,285,7237100,1417.51,12425700,288,94965200,193,17370600,230.2,6108900,228.56,4383000,2564.52
4666000,175.2,17786900,277.29,16537800,172.5,17759000,292.5,6044600,1399.75,25681500,288.5,68675700,189.75,31586500,234.67,3761500,231.23,7514300,2525.85
4345300,172.7,12287800,273.36,5217500,172,21121100,279.5,7457900,1412.18,21180200,290,21355200,190,25389700,235.57,16252600,233.9,19083600,2491.37
3630500,169.69,13565900,268.77,16621400,173,11858600,268,7299900,1410.4,25067000,298,35989600,185,29855200,229.3,23381800,218.33,7579000,2522.48
6071600,165.7,10736900,266.48,13754100,174.75,10388400,281,6793300,1431.72,17837200,298,20391800,174,15765700,232.88,4449700,211.21,4424000,2556.96
